Imagen|Tipos de Daño|Piezas del Vehículo|Sugerencia|
1247.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1248.jpg|Fractura|Ventana trasera izquierda|Reemplazar|
1249.jpg|Fractura|Luz trasera derecho|Reemplazar|
1249.jpg|Abolladura|Maletero|Reparar|
1250.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1250.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1251.jpg|Rayón|Guardabarros delantero derecho |Reparar|
1252.jpg|Fractura|Parachoques delantero|Reparar|
1253.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1253.jpg|Fractura|Faros derecho|Reemplazar|
1254.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1254.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1255.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1256.jpg|Rayón|Guardabarros delantero derecho |Reparar|
1257.jpg|Fractura|Faros izquierdo|Reemplazar|
1257.jpg|Rayón|Parachoques delantero|Reparar|
1258.jpg|Rotura|Rueda |Reemplazar|
1258.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1259.jpg|Deformación|Parachoques delantero|Reparar|
1259.jpg|Fractura|Faros izquierdo|Reemplazar|
1259.jpg|Abolladura|Capó |Reparar|
1259.jpg|Rotura|Rejilla, parrilla|Reemplazar|
1260.jpg|Fractura|Ventana delantera derecha|Reemplazar|
1261.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1261.jpg|Rayón|Parachoques trasero|Reparar|
1261.jpg|Abolladura|Maletero|Reparar|
1262.jpg|Rayón|Parachoques trasero|Reparar|
1263.jpg|Deformación|Guardabarros delantero izquierdo |Reemplazar|
1264.jpg|Abolladura|Puerta trasera derecha|Reparar|
1264.jpg|Rayón|Guardabarros trasero derecho|Reparar|
1265.jpg|Rotura|Rueda |Reemplazar|
1266.jpg|Abolladura|Parachoques trasero|Reparar|
1267.jpg|Fractura|Ventana delantera izquierda|Reemplazar|
1268.jpg|Rayón|Parachoques trasero|Reparar|
1269.jpg|Fractura|Parabrisas delantero|Reemplazar|
1270.jpg|Abolladura|Parachoques trasero|Reparar|
1271.jpg|Fractura|Parabrisas delantero|Reemplazar|
1271.jpg|Desprendimiento|Capó |Reemplazar|
1271.jpg|Abolladura|Techo |Reparar|
1272.jpg|Fractura|Parabrisas delantero|Reemplazar|
1273.jpg|Rayón|Parachoques delantero|Reparar|
1273.jpg|Fractura|Faros derecho|Reemplazar|
1274.jpg|Fractura|Faros izquierdo|Reemplazar|
1274.jpg|Deformación|Guardabarros delantero izquierdo |Reparar|
1274.jpg|Desprendimiento|Parachoques delantero|Reparar|
1275.jpg|Fractura|Parabrisas delantero|Reemplazar|
1276.jpg|Fractura|Luz trasera derecho|Reemplazar|
1277.jpg|Rotura|Rueda |Reparar|
1277.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1277.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
1278.jpg|Rayón|Guardabarros delantero izquierdo |Reparar|
1279.jpg|Fractura|Parachoques trasero|Reparar|
1280.jpg|Rayón|Puerta trasera izquierda|Reparar|
1281.jpg|Fractura|Parachoques delantero|Reemplazar|
1281.jpg|Fractura|Faros derecho|Reemplazar|
1281.jpg|Deformación|Guardabarros delantero derecho |Reparar|
1281.jpg|Abolladura|Techo |Reparar|
1282.jpg|Fractura|Luz trasera derecho|Reemplazar|
1282.jpg|Rayón|Parachoques trasero|Reparar|
1283.jpg|Rayón|Parachoques trasero|Reparar|
1284.jpg|Rotura|Rejilla, parrilla|Reemplazar|
1284.jpg|Rotura|Parachoques delantero|Reparar|
1284.jpg|Deformación|Capó |Reparar|
1285.jpg|Fractura|Ventanilla delantera izquierda|Reemplazar|
1286.jpg|Fractura|Parachoques delantero|Reparar|
1287.jpg|Fractura|Parabrisas trasero|Reemplazar|
1288.jpg|Abolladura|Puerta trasera derecha|Reparar|
1288.jpg|Fractura|Ventana trasera derecha|Reemplazar|
1289.jpg|Rayón|Parabrisas trasero|Reparar|
1290.jpg|Desprendimiento|Guardabarros delantero izquierdo |Reparar|
1290.jpg|Rayón|Parachoques delantero|Reparar|
1291.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1292.jpg|Fractura|Parabrisas delantero|Reemplazar|
1293.jpg|Rayón|Parachoques trasero|Reparar|
1294.jpg|Abolladura|Parachoques delantero|Reparar|
1295.jpg|Rotura|Rueda |Reparar|
1295.jpg|Rayón|Guardabarros trasero derecho|Reparar|
1296.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1297.jpg|Fractura|Parabrisas delantero|Reemplazar|
1298.jpg|Fractura|Faros izquierdo|Reemplazar|
1298.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1298.jpg|Rayón|Parachoques delantero|Reparar|
1299.jpg|Fractura|Parachoques delantero|Reparar|
1299.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1300.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1300.jpg|Fractura|Faros derecho|Reemplazar|
1300.jpg|Abolladura|Capó |Reparar|
1301.jpg|Fractura|Parachoques trasero|Reparar|
1302.jpg|Rayón|Parachoques trasero|Reparar|
1303.jpg|Fractura|Parabrisas delantero|Reemplazar|
1303.jpg|Abolladura|Techo |Reparar|
1303.jpg|Fractura|Espejo lateral izquierdo|Reemplazar|
1303.jpg|Desprendimiento|Puerta trasera izquierda|Reemplazar|
1303.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1304.jpg|Fractura|Parabrisas trasero|Reemplazar|
1305.jpg|Rayón|Parachoques delantero|Reparar|
1306.jpg|Abolladura|Parachoques delantero|Reparar|
1307.jpg|Rayón|Parachoques delantero|Reparar|
1308.jpg|Rotura|Rueda |Reparar|
1309.jpg|Fractura|Parachoques trasero|Reparar|
1310.jpg|Rotura|Rueda |Reparar|
1311.jpg|Abolladura|Puerta delantera derecha|Reparar|
1311.jpg|Fractura|Ventanilla delantera derecha|Reemplazar|
1312.jpg|Fractura|Parachoques trasero|Reemplazar|
1313.jpg|Rotura|Rueda |Reparar|
1313.jpg|Rayón|Guardabarros delantero derecho |Reparar|
1314.jpg|Rayón|Puerta trasera izquierda|Reparar|
1314.jpg|Rayón|Puerta delantera izquierda|Reparar|
1314.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
1315.jpg|Desprendimiento|Parachoques delantero|Reparar|
1315.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1316.jpg|Deformación|Parachoques trasero|Reemplazar|
1316.jpg|Fractura|Luz indicadora trasera derecha|Reemplazar|
1316.jpg|Deformación|Guardabarros trasero derecho|Reparar|
1317.jpg|Fractura|Parabrisas delantero|Reemplazar|
1317.jpg|Abolladura|Techo |Reparar|
1318.jpg|Fractura|Parabrisas delantero|Reemplazar|
1319.jpg|Rotura|Rueda |Reparar|
1320.jpg|Fractura|Parabrisas delantero|Reemplazar|
1321.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1321.jpg|Desprendimiento|Luz indicadora delantera izquierda|Reemplazar|
1322.jpg|Rayón|Parachoques delantero|Reparar|
1323.jpg|Deformación|Puerta delantera derecha|Reparar|
1323.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1324.jpg|Rotura|Rueda |Reparar|
1325.jpg|Rotura|Rueda |Reparar|
1326.jpg|Fractura|Faros izquierdo|Reemplazar|
1326.jpg|Fractura|Parachoques delantero|Reparar|
1327.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1327.jpg|Abolladura|Marco de las puertas|Reparar|
1327.jpg|Desprendimiento|Manija izquierda|Reemplazar|
1328.jpg|Rayón|Parachoques trasero|Reparar|
1329.jpg|Rayón|Parachoques trasero|Reparar|
1330.jpg|Fractura|Parachoques trasero|Reparar|
1330.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1330.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1331.jpg|Rayón|Parachoques delantero|Reparar|
1332.jpg|Rayón|Parachoques delantero|Reparar|
1333.jpg|Abolladura|Parachoques delantero|Reparar|
1334.jpg|Abolladura|Parachoques delantero|Reparar|
1335.jpg|Rayón|Parachoques delantero|Reparar|
1336.jpg|Rayón|Parachoques delantero|Reparar|
1337.jpg|Rayón|Parachoques delantero|Reparar|
1338.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1338.jpg|Rayón|Parachoques trasero|Reparar|
1339.jpg|Fractura|Rueda |Reemplazar|
1339.jpg|Rayón|Puerta trasera izquierda|Reparar|
1340.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1340.jpg|Desprendimiento|Moldura puerta trasera derecha|Reemplazar|
1341.jpg|Fractura|Parachoques trasero|Reparar|
1342.jpg|Rayón|Puerta trasera derecha|Reparar|
1342.jpg|Rayón|Puerta delantera derecha|Reparar|
1343.jpg|Abolladura|Parachoques trasero|Reparar|
1343.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1344.jpg|Fractura|Luz trasera derecho|Reemplazar|
1344.jpg|Rayón|Parachoques trasero|Reparar|
1344.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1345.jpg|Fractura|Parachoques delantero|Reparar|
1346.jpg|Fractura|Faros izquierdo|Reemplazar|
1346.jpg|Rayón|Parachoques delantero|Reparar|
1346.jpg|Deformación|Guardabarros delantero izquierdo |Reparar|
1346.jpg|Abolladura|Capó |Reparar|
1347.jpg|Fractura|Parabrisas delantero|Reemplazar|
1348.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1348.jpg|Abolladura|Puerta trasera derecha|Reparar|
1349.jpg|Abolladura|Parachoques delantero|Reparar|
1350.jpg|Fractura|Parabrisas delantero|Reemplazar|
1351.jpg|Abolladura|Parachoques delantero|Reparar|
1352.jpg|Rayón|Parachoques trasero|Reparar|
1353.jpg|Abolladura|Parachoques trasero|Reparar|
1354.jpg|Fractura|Luz trasera derecho|Reemplazar|
1354.jpg|Rayón|Parachoques trasero|Reparar|
1355.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1356.jpg|Rayón|Guardabarros delantero derecho |Reparar|
1357.jpg|Rotura|Rueda |Reemplazar|
1358.jpg|Rayón|Parachoques delantero|Reparar|
1359.jpg|Abolladura|Parachoques delantero|Reparar|
1360.jpg|Rotura|Rueda |Reemplazar|
1361.jpg|Abolladura|Marco de las puertas|Reparar|
1362.jpg|Rayón|Parachoques delantero|Reparar|
1363.jpg|Fractura|Parabrisas delantero|Reemplazar|
1364.jpg|Deformación|Puerta trasera derecha|Reparar|
1364.jpg|Rayón|Puerta delantera derecha|Reparar|
1365.jpg|Rayón|Parachoques trasero|Reparar|
1366.jpg|Abolladura|Parachoques trasero|Reparar|
1367.jpg|Fractura|Parachoques trasero|Reparar|
1367.jpg|Rayón|Maletero|Reparar|
1368.jpg|Rayón|Parachoques trasero|Reparar|
1369.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1369.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
1370.jpg|Fractura|Parabrisas delantero|Reemplazar|
1371.jpg|Rayón|Parachoques delantero|Reparar|
1372.jpg|Fractura|Parabrisas delantero|Reemplazar|
1373.jpg|Rayón|Puerta delantera izquierda|Reparar|
1374.jpg|Fractura|Parachoques trasero|Reparar|
1375.jpg|Fractura|Faros derecho|Reemplazar|
1375.jpg|Fractura|Parachoques delantero|Reparar|
1375.jpg|Deformación|Capó |Reparar|
1376.jpg|Abolladura|Puerta trasera derecha|Reparar|
1376.jpg|Abolladura|Marco de las puertas|Reparar|
1377.jpg|Fractura|Parabrisas delantero|Reemplazar|
1378.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1378.jpg|Rayón|Parachoques delantero|Reparar|
1379.jpg|Rotura|Rueda |Reemplazar|
1379.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1379.jpg|Desprendimiento|Parachoques delantero|Reparar|
1380.jpg|Abolladura|Parachoques trasero|Reparar|
1381.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
1382.jpg|Fractura|Parabrisas delantero|Reemplazar|
1383.jpg|Fractura|Parabrisas trasero|Reemplazar|
1384.jpg|Abolladura|Parachoques trasero|Reparar|
1385.jpg|Abolladura|Puerta trasera derecha|Reparar|
1386.jpg|Desprendimiento|Parachoques delantero|Reparar|
1386.jpg|Abolladura|Parachoques delantero|Reparar|
1387.jpg|Abolladura|Parachoques trasero|Reparar|
1388.jpg|Fractura|Parabrisas delantero|Reemplazar|
1389.jpg|Rayón|Parachoques delantero|Reparar|
1390.jpg|Rotura|Parachoques delantero|Reparar|
1390.jpg|Fractura|Faros derecho|Reemplazar|
1390.jpg|Abolladura|Capó |Reparar|
1390.jpg|Desprendimiento|Rejilla, parrilla|Reemplazar|
1391.jpg|Fractura|Luz indicadora delantera derecha|Reemplazar|
1391.jpg|Abolladura|Parachoques delantero|Reparar|
1391.jpg|Deformación|Guardabarros delantero derecho |Reparar|
1392.jpg|Rayón|Cerradura puerta|Reemplazar|
1393.jpg|Fractura|Parabrisas delantero|Reemplazar|
1394.jpg|Abolladura|Parachoques trasero|Reparar|
1394.jpg|Fractura|Luz indicadora trasera derecha|Reemplazar|
1395.jpg|Desprendimiento|Parachoques delantero|Reparar|
1395.jpg|Deformación|Guardabarros delantero izquierdo |Reparar|
1396.jpg|Fractura|Luz indicadora trasera derecha|Reemplazar|
1397.jpg|Rayón|Parachoques delantero|Reparar|
1398.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1398.jpg|Rayón|Puerta trasera derecha|Reparar|
1399.jpg|Rayón|Parachoques delantero|Reparar|
1400.jpg|Fractura|Parachoques trasero|Reparar|
1401.jpg|Fractura|Parachoques delantero|Reparar|
1401.jpg|Fractura|Espejo lateral derecho|Reemplazar|
1402.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1403.jpg|Desprendimiento|Parachoques delantero|Reemplazar|
1403.jpg|Fractura|Faros derecho|Reemplazar|
1404.jpg|Fractura|Faros derecho|Reemplazar|
1404.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1404.jpg|Abolladura|Capó |Reparar|
1404.jpg|Desprendimiento|Parachoques delantero|Reparar|
1405.jpg|Fractura|Faros derecho|Reemplazar|
1405.jpg|Rayón|Capó |Reparar|
1405.jpg|Rotura|Parachoques delantero|Reparar|
1406.jpg|Rayón|Parachoques delantero|Reparar|
1407.jpg|Abolladura|Parachoques trasero|Reparar|
1408.jpg|Rayón|Parachoques delantero|Reparar|
1409.jpg|Fractura|Parabrisas delantero|Reemplazar|
1410.jpg|Rotura|Rueda |Reparar|
1411.jpg|Fractura|Faros derecho|Reemplazar|
1411.jpg|Desprendimiento|Parachoques delantero|Reemplazar|
1412.jpg|Rotura|Rueda |Reparar|
1413.jpg|Rayón|Parachoques delantero|Reparar|
1414.jpg|Abolladura|Parachoques delantero|Reparar|
1415.jpg|Fractura|Ventana trasera izquierda|Reemplazar|
1415.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1416.jpg|Abolladura|Parachoques delantero|Reparar|
1417.jpg|Rayón|Parachoques delantero|Reparar|
1418.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1418.jpg|Fractura|Faros derecho|Reemplazar|
1418.jpg|Abolladura|Parachoques delantero|Reparar|
1419.jpg|Fractura|Parabrisas delantero|Reemplazar|
1420.jpg|Fractura|Parabrisas delantero|Reemplazar|
1421.jpg|Abolladura|Parachoques trasero|Reparar|
1422.jpg|Fractura|Parachoques delantero|Reparar|
1423.jpg|Abolladura|Parachoques delantero|Reparar|
1424.jpg|Rayón|Parachoques delantero|Reparar|
1425.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1425.jpg|Rotura|Parachoques delantero|Reparar|
1425.jpg|Abolladura|Capó |Reparar|
1426.jpg|Rayón|Guardabarros delantero derecho |Reparar|
1427.jpg|Fractura|Faros izquierdo|Reemplazar|
1428.jpg|Rayón|Parachoques trasero|Reparar|
1429.jpg|Fractura|Parachoques delantero|Reparar|
1430.jpg|Rayón|Parachoques delantero|Reparar|
1431.jpg|Fractura|Parachoques delantero|Reparar|
1432.jpg|Abolladura|Capó |Reparar|
1433.jpg|Fractura|Parachoques delantero|Reparar|
1433.jpg|Fractura|Parabrisas delantero|Reemplazar|
1433.jpg|Abolladura|Capó |Reparar|
1434.jpg|Fractura|Parabrisas delantero|Reemplazar|
1435.jpg|Desprendimiento|Parachoques delantero|Reparar|
1435.jpg|Fractura|Faros derecho|Reemplazar|
1436.jpg|Rayón|Parachoques delantero|Reparar|
1437.jpg|Abolladura|Parachoques trasero|Reparar|
1438.jpg|Fractura|Faros derecho|Reemplazar|
1438.jpg|Deformación|Guardabarros delantero derecho |Reparar|
1438.jpg|Desprendimiento|Parachoques delantero|Reparar|
1438.jpg|Abolladura|Capó |Reparar|
1439.jpg|Deformación|Guardabarros delantero derecho |Reparar|
1439.jpg|Desprendimiento|Parachoques delantero|Reparar|
1440.jpg|Rotura|Parachoques delantero|Reparar|
1441.jpg|Abolladura|Parachoques trasero|Reparar|
1442.jpg|Abolladura|Parachoques delantero|Reparar|
1443.jpg|Rayón|Parachoques delantero|Reparar|
1444.jpg|Abolladura|Parachoques trasero|Reparar|
1445.jpg|Fractura|Parachoques delantero|Reparar|
1445.jpg|Fractura|Faros derecho|Reemplazar|
1445.jpg|Abolladura|Capó |Reparar|
1446.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1446.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1446.jpg|Abolladura|Parachoques delantero|Reparar|
1446.jpg|Abolladura|Marco de las puertas|Reparar|
1447.jpg|Deformación|Parachoques delantero|Reemplazar|
1447.jpg|Fractura|Faros izquierdo|Reemplazar|
1447.jpg|Deformación|Capó |Reemplazar|
1447.jpg|Deformación|Guardabarros delantero izquierdo |Reemplazar|
1448.jpg|Fractura|Parachoques delantero|Reparar|
1448.jpg|Fractura|Antiniebla delantero izquierdo|Reemplazar|
1449.jpg|Abolladura|Puerta delantera derecha|Reparar|
1449.jpg|Rayón|Marco de las puertas|Reparar|
1450.jpg|Rayón|Parachoques delantero|Reparar|
1451.jpg|Rotura|Rueda |Reparar|
1452.jpg|Rotura|Rueda |Reparar|
1452.jpg|Deformación|Puerta delantera izquierda|Reemplazar|
1452.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1452.jpg|Abolladura|Marco de las puertas|Reparar|
1453.jpg|Rayón|Guardabarros delantero izquierdo |Reparar|
1454.jpg|Fractura|Faros izquierdo|Reemplazar|
1454.jpg|Fractura|Parachoques delantero|Reparar|
1455.jpg|Desprendimiento|Guardabarros delantero izquierdo |Reemplazar|
1455.jpg|Rayón|Capó |Reparar|
1456.jpg|Rayón|Puerta delantera izquierda|Reparar|
1457.jpg|Abolladura|Parachoques trasero|Reparar|
1457.jpg|Fractura|Luz trasera derecho|Reemplazar|
1458.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1458.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1459.jpg|Rotura|Rueda |Reparar|
1460.jpg|Fractura|Parabrisas delantero|Reemplazar|
1461.jpg|Rotura|Parachoques trasero|Reparar|
1462.jpg|Fractura|Parabrisas delantero|Reemplazar|
1462.jpg|Desprendimiento|Espejo lateral derecho|Reemplazar|
1463.jpg|Fractura|Parabrisas delantero|Reemplazar|
1464.jpg|Abolladura|Parachoques trasero|Reparar|
1465.jpg|Desprendimiento|Parachoques trasero|Reparar|
1465.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1465.jpg|Fractura|Luz trasera derecho|Reemplazar|
1465.jpg|Fractura|Luz indicadora trasera derecha|Reemplazar|
1465.jpg|Deformación|Maletero|Reparar|
1466.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1466.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
1467.jpg|Fractura|Luz trasera derecho|Reemplazar|
1467.jpg|Fractura|Luz indicadora trasera derecha|Reemplazar|
1468.jpg|Rayón|Parachoques delantero|Reparar|
1469.jpg|Fractura|Parachoques delantero|Reparar|
1469.jpg|Fractura|Faros izquierdo|Reemplazar|
1470.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1470.jpg|Abolladura|Marco de las puertas|Reparar|
1471.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1472.jpg|Rayón|Guardabarros trasero derecho|Reparar|
1473.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1473.jpg|Desprendimiento|Marco de las puertas|Reemplazar|
1474.jpg|Desprendimiento|Parachoques delantero|Reparar|
1474.jpg|Fractura|Faros derecho|Reemplazar|
1474.jpg|Deformación|Guardabarros delantero derecho |Reparar|
1474.jpg|Deformación|Capó |Reparar|
1474.jpg|Fractura|Luz indicadora delantera derecha|Reemplazar|
1475.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1476.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1477.jpg|Fractura|Luz indicadora trasera derecha|Reemplazar|
1478.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
1479.jpg|Fractura|Ventanilla trasera izquierda      |Reemplazar|
1480.jpg|Fractura|Parabrisas delantero|Reemplazar|
1481.jpg|Fractura|Faros izquierdo|Reemplazar|
1481.jpg|Fractura|Parachoques delantero|Reparar|
1481.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1482.jpg|Rotura|Rueda |Reparar|
1483.jpg|Rayón|Parachoques delantero|Reparar|
1484.jpg|Rayón|Parachoques delantero|Reparar|
1485.jpg|Fractura|Parabrisas delantero|Reemplazar|
1485.jpg|Fractura|Faros derecho|Reemplazar|
1485.jpg|Fractura|Faros izquierdo|Reemplazar|
1485.jpg|Desprendimiento|Rejilla, parrilla|Reemplazar|
1486.jpg|Abolladura|Parachoques trasero|Reparar|
1487.jpg|Rotura|Parachoques trasero|Reparar|
1488.jpg|Fractura|Parachoques trasero|Reparar|
1488.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1488.jpg|Fractura|Luz indicadora trasera izquierda|Reemplazar|
1488.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1489.jpg|Fractura|Parachoques trasero|Reparar|
1490.jpg|Fractura|Parachoques delantero|Reparar|
1490.jpg|Fractura|Faros derecho|Reemplazar|
1490.jpg|Abolladura|Capó |Reparar|
1491.jpg|Fractura|Luz trasera derecho|Reemplazar|
1491.jpg|Rayón|Parachoques trasero|Reparar|
1492.jpg|Fractura|Faros izquierdo|Reemplazar|
1492.jpg|Rayón|Parachoques delantero|Reparar|
1492.jpg|Deformación|Guardabarros delantero izquierdo |Reemplazar|
1492.jpg|Abolladura|Capó |Reparar|
1493.jpg|Fractura|Parachoques delantero|Reparar|
1493.jpg|Fractura|Faros izquierdo|Reemplazar|
1493.jpg|Abolladura|Capó |Reparar|
1493.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1494.jpg|Abolladura|Parachoques trasero|Reparar|
1495.jpg|Abolladura|Parachoques delantero|Reparar|
1496.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1497.jpg|Fractura|Parabrisas delantero|Reemplazar|
1498.jpg|Rayón|Puerta delantera izquierda|Reparar|
1498.jpg|Rayón|Puerta trasera izquierda|Reparar|
1499.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1499.jpg|Abolladura|Marco de las puertas|Reparar|
1500.jpg|Fractura|Faros derecho|Reemplazar|
1501.jpg|Rotura|Parabrisas delantero|Reemplazar|
1502.jpg|Deformación|Guardabarros trasero izquierdo|Reemplazar|
1502.jpg|Abolladura|Marco de las puertas|Reparar|
1502.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1503.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1503.jpg|Fractura|Luz indicadora trasera izquierda|Reemplazar|
1503.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1504.jpg|Rayón|Puerta trasera izquierda|Reparar|
1505.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1506.jpg|Fractura|Parabrisas delantero|Reemplazar|
1507.jpg|Rotura|Faros derecho|Reemplazar|
1507.jpg|Desprendimiento|Parachoques delantero|Reparar|
1507.jpg|Deformación|Capó |Reparar|
1508.jpg|Rayón|Puerta trasera derecha|Reparar|
1509.jpg|Rayón|Puerta delantera izquierda|Reparar|
1510.jpg|Fractura|Parachoques delantero|Reparar|
1511.jpg|Abolladura|Parachoques delantero|Reparar|
1511.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1512.jpg|Rayón|Parachoques delantero|Reparar|
1513.jpg|Fractura|Parabrisas delantero|Reemplazar|
1514.jpg|Rayón|Parachoques delantero|Reparar|
1515.jpg|Fractura|Parachoques delantero|Reparar|
1515.jpg|Fractura|Faros izquierdo|Reemplazar|
1515.jpg|Abolladura|Capó |Reparar|
1515.jpg|Desprendimiento|Rejilla, parrilla|Reemplazar|
1516.jpg|Fractura|Parabrisas delantero|Reemplazar|
1516.jpg|Abolladura|Techo |Reparar|
1517.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1517.jpg|Abolladura|Marco de las puertas|Reparar|
1517.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1518.jpg|Abolladura|Marco de las puertas|Reparar|
1519.jpg|Fractura|Parachoques delantero|Reparar|
1519.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1519.jpg|Rotura|Rueda |Reparar|
1520.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1521.jpg|Abolladura|Parachoques delantero|Reparar|
1521.jpg|Rotura|Faros derecho|Reemplazar|
1521.jpg|Abolladura|Capó |Reparar|
1522.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
1522.jpg|Rotura|Luz indicadora trasera izquierda|Reemplazar|
1522.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1523.jpg|Rotura|Rueda |Reemplazar|
1524.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1524.jpg|Rayón|Parachoques trasero|Reparar|
1525.jpg|Rotura|Rueda |Reparar|
1526.jpg|Rayón|Parachoques trasero|Reparar|
1527.jpg|Rayón|Puerta delantera izquierda|Reparar|
1527.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1528.jpg|Rayón|Parachoques delantero|Reparar|
1529.jpg|Rayón|Parachoques delantero|Reparar|
1530.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
1531.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1532.jpg|Abolladura|Puerta delantera derecha|Reparar|
1532.jpg|Abolladura|Marco de las puertas|Reparar|
1532.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1533.jpg|Fractura|Parachoques delantero|Reemplazar|
1533.jpg|Deformación|Guardabarros delantero izquierdo |Reemplazar|
1533.jpg|Rotura|Faros izquierdo|Reemplazar|
1533.jpg|Rotura|Antiniebla delantero izquierdo|Reemplazar|
1534.jpg|Rotura|Luz trasera derecho|Reemplazar|
1534.jpg|Rotura|Luz indicadora trasera derecha|Reemplazar|
1535.jpg|Rotura|Ventana delantera derecha|Reemplazar|
1536.jpg|Deformación|Parachoques delantero|Reparar|
1536.jpg|Desprendimiento|Faros izquierdo|Reemplazar|
1536.jpg|Deformación|Guardabarros delantero izquierdo |Reparar|
1536.jpg|Abolladura|Capó |Reparar|
1537.jpg|Fractura|Parabrisas delantero|Reemplazar|
1538.jpg|Rotura|Ventana trasera derecha|Reemplazar|
1539.jpg|Fractura|Parabrisas delantero|Reemplazar|
1540.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1541.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1541.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1541.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1542.jpg|Deformación|Guardabarros delantero izquierdo |Reparar|
